Date,totaltime,TimeRA,endqualtrics,a1,a2,a3,a4,a5,a6,a7,a8,a9,apercent,v1,v2,v3,v4,v5,v6,v7,v8,v9,vpercent,museumbefore,italybefore,knowledge,labID,gender,age,photoSR,photonumb,attncheck,Day,Day2,condition,Issue?,issuedrop,photo1,photo2,photo3,photo4,photo5,photo6,photo7,photo8,photo9,other,total,PhotoTotal,NPTotal,PhotoCorrect,NPCorrect,PhotoComp,NPComp,photossent,,,
9-Feb,19.95,4:26:00 PM,4:45:57 PM,1,1,1,0,1,1,0,1,1,77.77777778,1,1,0,0,1,1,1,1,1,77.77777778,2,2,1,44067,1,22,1,6,1,Tuesday 2/9,1,photo,0,0,1,1,0,0,0,0,0,0,0,4,6,2,7,100,71.42857143,100,71.42857143,1,,,
17-Feb,17.55,3:07:00 PM,3:24:33 PM,1,1,0,1,1,1,1,1,1,88.88888889,1,1,1,1,0,0,0,1,1,66.66666667,2,2,1,44069,1,19,1,6,1,Wednesday 2/17,6,photo,0,0,1,0,0,1,0,0,0,1,0,3,6,3,6,100,83.33333333,100,83.33333333,1,,,
12-Feb,17.00,10:24:00 AM,10:41:00 AM,1,1,1,0,1,1,1,1,1,88.88888889,1,1,0,1,0,0,1,1,1,66.66666667,2,2,1,44072,1,19,0,.,1,Friday 2/12,4,nophoto,0,0,,,,,,,,,,,,,,,,66.66666667,66.66666667,,,,
10-Feb,16.60,12:10:00 PM,12:26:36 PM,1,1,1,1,1,0,0,1,1,77.77777778,1,1,0,0,1,0,1,1,0,55.55555556,2,2,1,44078,1,20,0,.,1,Wednesday 2/10,2,nophoto,0,0,,,,,,,,,,,,,,,,55.55555556,55.55555556,,,,
9-Feb,21.52,10:43:00 AM,11:04:31 AM,0,1,1,1,1,1,1,0,1,77.77777778,1,1,1,1,1,0,1,1,1,88.88888889,2,2,2,44087,1,19,1,11,0,Tuesday 2/9,1,photo,0,0,1,0,0,0,0,0,1,1,0,6,10,3,6,100,100,100,100,1,,,
16-Feb,20.27,2:23:00 PM,2:43:16 PM,1,1,1,1,0,1,1,1,1,88.88888889,1,1,0,0,0,0,0,1,1,44.44444444,1,1,3,44096,2,22,1,5,1,Tuesday 2/16,5,photo,0,0,1,1,0,0,0,0,0,0,0,3,5,2,7,100,85.71428571,100,85.71428571,1,,,
10-Feb,169.80,11:45:00 AM,2:34:48 PM,1,1,1,0,1,1,1,1,1,88.88888889,1,1,1,1,1,0,1,1,0,77.77777778,1,1,4,44102,2,19,0,.,1,Wednesday 2/10,2,photo,0,0,,,,,,,,,,,,,,,,77.77777778,77.77777778,0,,,
12-Feb,24.00,2:44:00 PM,3:08:00 PM,1,1,0,1,1,1,0,1,1,77.77777778,0,1,1,0,1,1,1,1,1,77.77777778,2,2,1,44109,1,18,1,6,1,Friday 2/12,4,photo,0,0,0,1,0,0,0,0,0,1,0,5,7,2,7,100,71.42857143,100,71.42857143,1,,,
17-Feb,19.83,10:23:00 AM,10:42:50 AM,1,1,1,1,1,1,0,0,0,66.66666667,0,1,0,1,0,1,0,0,1,44.44444444,1,2,2,44113,2,19,0,.,1,Wednesday 2/17,6,nophoto,0,0,,,,,,,,,,,,,,,,44.44444444,44.44444444,,,,
12-Feb,19.55,2:42:00 PM,3:01:33 PM,0,1,1,0,1,1,1,1,1,77.77777778,1,1,1,0,0,1,0,1,1,66.66666667,2,1,1,44116,2,19,1,10,1,Friday 2/12,4,photo,0,0,1,0,0,0,0,0,0,0,1,8,10,2,7,100,85.71428571,100,85.71428571,1,,,
12-Feb,34.63,3:22:00 PM,3:56:38 PM,1,1,0,1,1,1,1,0,0,66.66666667,1,1,0,1,1,0,0,0,1,55.55555556,1,2,3,44122,2,18,0,.,1,Friday 2/12,4,nophoto,0,0,,,,,,,,,,,,,,,,55.55555556,55.55555556,,,,
9-Feb,18.32,1:59:00 PM,2:17:19 PM,0,1,1,1,0,1,1,0,1,66.66666667,1,1,1,1,1,1,0,1,0,77.77777778,2,2,1,44133,1,19,0,.,1,Tuesday 2/9,1,nophoto,0,0,,,,,,,,,,,,,,,,77.77777778,77.77777778,,,,
9-Feb,18.60,1:39:00 PM,1:57:36 PM,1,1,1,1,1,1,0,0,0,66.66666667,1,1,0,0,0,1,0,1,0,44.44444444,2,2,1,44134,1,19,0,.,1,Tuesday 2/9,1,nophoto,0,0,,,,,,,,,,,,,,,,44.44444444,44.44444444,,,,
9-Feb,22.08,2:02:00 PM,2:24:05 PM,1,1,1,1,1,1,1,0,1,88.88888889,0,1,1,1,0,0,1,1,1,66.66666667,2,2,1,44135,1,19,1,11,0,Tuesday 2/9,1,photo,0,0,0,1,0,0,0,0,0,0,0,10,11,1,8,100,87.5,100,87.5,1,,,
9-Feb,19.30,10:19:00 AM,10:38:18 AM,0,0,1,0,1,1,1,1,0,55.55555556,1,1,0,0,0,1,1,1,1,66.66666667,2,2,1,44138,2,18,1,5,1,Tuesday 2/9,1,photo,0,0,0,0,0,0,0,0,0,0,0,3,3,0,9,,55.55555556,,55.55555556,1,,,
10-Feb,20.87,1:18:00 PM,1:38:52 PM,1,1,0,1,0,1,1,1,1,77.77777778,1,0,1,1,1,1,1,1,1,88.88888889,2,1,1,44140,1,21,1,5,1,Wednesday 2/10,2,photo,0,0,0,0,0,0,0,0,1,0,1,3,5,2,7,100,71.42857143,100,71.42857143,1,,,
16-Feb,17.82,11:00:00 AM,11:17:49 AM,1,1,0,1,1,1,1,1,1,88.88888889,1,1,0,0,1,1,0,1,0,55.55555556,2,2,1,44143,2,18,0,.,1,Tuesday 2/16,5,nophoto,0,0,,,,,,,,,,,,,,,,55.55555556,55.55555556,,,,
10-Feb,28.00,1:48:00 PM,2:16:00 PM,1,0,1,1,1,1,0,1,1,77.77777778,1,1,0,1,1,1,0,1,0,66.66666667,1,2,1,44144,1,19,1,6,1,Wednesday 2/10,2,photo,0,0,0,1,0,0,0,0,0,0,0,5,6,1,8,100,87.5,100,87.5,1,,,
9-Feb,16.95,2:31:00 PM,2:47:57 PM,1,0,1,1,1,1,1,1,1,88.88888889,1,1,1,1,1,1,1,1,0,88.88888889,2,1,4,44150,2,22,1,6,1,Tuesday 2/9,1,photo,0,0,0,1,0,0,0,0,0,0,0,5,6,1,8,100,100,100,100,1,,,
16-Feb,16.68,11:19:00 AM,11:35:41 AM,1,1,1,1,0,1,0,0,1,66.66666667,1,1,0,0,1,0,0,0,0,33.33333333,2,1,2,44154,1,18,0,.,1,Tuesday 2/16,5,nophoto,0,0,,,,,,,,,,,,,,,,33.33333333,33.33333333,,,,
12-Feb,19.32,2:42:00 PM,3:01:19 PM,1,0,0,0,1,1,0,1,0,44.44444444,1,1,0,0,1,1,0,1,1,66.66666667,2,1,2,44157,1,19,1,5,0,Friday 2/12,4,photo,0,0,0,1,0,0,0,0,0,1,0,3,5,,,,,66.66666667,66.66666667,1,,,
17-Feb,26.70,2:45:00 PM,3:11:42 PM,1,1,1,0,1,1,1,1,1,88.88888889,1,1,1,0,1,1,0,1,0,66.66666667,2,2,1,44162,1,22,0,.,1,Wednesday 2/17,6,nophoto,0,0,,,,,,,,,,,,,,,,66.66666667,66.66666667,,,,
17-Feb,14.12,4:10:00 PM,4:24:07 PM,1,1,1,1,0,1,0,1,1,77.77777778,1,1,0,0,0,1,1,1,0,55.55555556,2,2,1,44175,2,19,0,.,0,Wednesday 2/17,6,nophoto,0,0,,,,,,,,,,,,,,,,55.55555556,55.55555556,,,,
9-Feb,22.00,3:21:00 PM,3:43:00 PM,1,0,0,0,1,1,0,1,1,55.55555556,1,0,1,1,1,0,0,1,0,55.55555556,2,1,1,44177,2,21,0,.,1,Tuesday 2/9,1,nophoto,0,0,,,,,,,,,,,,,,,,55.55555556,55.55555556,,,,
12-Feb,20.15,3:22:00 PM,3:42:09 PM,1,1,1,1,1,1,1,1,1,100,0,0,0,0,0,0,1,0,0,11.11111111,1,2,2,44181,2,18,0,.,0,Friday 2/12,4,nophoto,0,0,,,,,,,,,,,,,,,,11.11111111,11.11111111,,,,
10-Feb,20.00,2:25:00 PM,2:45:00 PM,1,0,1,1,1,1,0,1,1,77.77777778,1,1,0,1,1,1,0,1,0,66.66666667,2,1,1,44184,2,22,0,.,1,Wednesday 2/10,2,nophoto,0,0,,,,,,,,,,,,,,,,66.66666667,66.66666667,,,,
16-Feb,21.78,4:02:00 PM,4:23:47 PM,1,0,1,1,1,1,1,0,0,66.66666667,0,1,0,1,1,1,0,1,0,55.55555556,2,2,2,44185,2,19,0,.,1,Tuesday 2/16,5,nophoto,0,0,,,,,,,,,,,,,,,,55.55555556,55.55555556,,,,
11-Feb,18.53,2:38:00 PM,2:56:32 PM,1,0,1,1,1,1,1,1,1,88.88888889,0,1,0,0,1,1,0,1,1,55.55555556,1,2,3,44190,1,20,0,.,1,Thursday 2/11,3,nophoto,0,0,,,,,,,,,,,,,,,,55.55555556,55.55555556,,,,
17-Feb,22.00,2:40:00 PM,3:02:00 PM,1,1,1,1,1,1,1,1,1,100,1,1,1,0,1,1,0,1,1,77.77777778,2,2,2,44194,2,18,0,.,1,Wednesday 2/17,6,nophoto,0,0,,,,,,,,,,,,,,,,77.77777778,77.77777778,,,,
16-Feb,25.13,3:58:00 PM,4:23:08 PM,1,1,1,1,1,1,1,1,1,100,1,1,0,0,0,0,1,1,1,55.55555556,2,1,2,44197,2,19,0,.,1,Tuesday 2/16,5,nophoto,0,0,,,,,,,,,,,,,,,,55.55555556,55.55555556,,,,
16-Feb,21.57,11:05:00 AM,11:26:34 AM,0,1,1,1,0,1,1,1,1,77.77777778,1,1,0,1,1,1,1,1,0,77.77777778,2,2,1,44214,2,19,0,.,1,Tuesday 2/16,5,nophoto,0,0,,,,,,,,,,,,,,,,77.77777778,77.77777778,,,,
12-Feb,30.10,10:58:00 AM,11:28:06 AM,1,1,1,1,1,1,1,0,1,88.88888889,1,1,1,1,0,1,1,1,0,77.77777778,1,2,1,44221,1,18,0,.,1,Friday 2/12,4,nophoto,0,0,,,,,,,,,,,,,,,,77.77777778,77.77777778,,,,
16-Feb,22.22,12:24:00 PM,12:46:13 PM,1,0,1,1,1,1,1,1,1,88.88888889,1,1,0,1,1,0,0,1,1,66.66666667,2,2,1,44225,1,20,1,3,1,Tuesday 2/16,5,photo,0,0,0,1,0,0,0,0,0,0,0,2,3,1,8,100,100,100,100,1,,,
17-Feb,20.60,12:00:00 PM,12:20:36 PM,1,0,0,1,1,1,1,0,1,66.66666667,1,1,0,0,1,1,0,0,0,44.44444444,2,1,1,44227,1,20,0,.,1,Wednesday 2/17,6,nophoto,0,0,,,,,,,,,,,,,,,,44.44444444,44.44444444,,,,
9-Feb,30.63,2:58:00 PM,3:28:38 PM,1,0,1,1,1,1,1,1,1,88.88888889,0,1,1,1,0,0,0,0,1,44.44444444,2,2,1,44229,1,26,1,6,1,Tuesday 2/9,1,photo,0,0,,,,,,,,,,,,,,,,44.44444444,44.44444444,0,,,
12-Feb,20.68,1:56:00 PM,2:16:41 PM,1,0,0,1,1,1,1,0,1,66.66666667,1,1,1,1,0,1,0,1,0,66.66666667,2,1,2,44238,2,18,1,8,1,Friday 2/12,4,photo,0,0,,,,,,,,,,,,,,,,66.66666667,66.66666667,0,,,
10-Feb,26.32,3:57:00 PM,4:23:19 PM,1,1,1,1,1,1,1,1,1,100,1,1,0,1,1,0,1,1,0,66.66666667,2,1,1,44253,1,18,1,5,1,Wednesday 2/10,2,photo,0,0,0,0,0,1,0,0,0,0,0,4,5,1,8,100,100,100,100,1,,,
17-Feb,18.28,11:04:00 AM,11:22:17 AM,1,0,1,0,1,1,1,0,0,55.55555556,1,1,1,1,1,0,0,1,1,77.77777778,2,2,1,44255,1,20,0,.,0,Wednesday 2/17,6,photo,0,0,,,,,,,,,,,,,,,,77.77777778,77.77777778,0,,,
10-Feb,20.12,10:24:00 AM,10:44:07 AM,1,1,1,1,0,1,1,1,0,77.77777778,1,1,1,1,0,1,1,1,1,88.88888889,2,1,1,44256,1,19,1,5,0,Thursday 2/11,3,photo,0,0,0,1,0,1,0,1,0,0,0,2,5,3,6,100,66.66666667,100,66.66666667,1,,,
10-Feb,19.32,12:20:00 PM,12:39:19 PM,1,0,0,1,1,1,1,0,1,66.66666667,1,0,1,0,1,0,0,1,0,44.44444444,2,2,1,44258,2,19,0,.,1,Wednesday 2/10,2,nophoto,0,0,,,,,,,,,,,,,,,,44.44444444,44.44444444,,,,
9-Feb,19.02,1:23:00 PM,1:42:01 PM,1,0,1,1,0,1,1,0,1,66.66666667,1,1,0,1,0,1,0,0,1,55.55555556,1,1,1,44259,1,18,0,.,1,Tuesday 2/9,1,nophoto,0,0,,,,,,,,,,,,,,,,55.55555556,55.55555556,,,,
9-Feb,20.70,11:22:00 AM,11:42:42 AM,1,0,1,0,1,1,1,1,1,77.77777778,1,1,1,1,1,0,1,1,1,88.88888889,2,1,3,44264,1,18,0,.,0,Tuesday 2/9,1,nophoto,0,0,,,,,,,,,,,,,,,,88.88888889,88.88888889,,,,
16-Feb,19.08,12:17:00 PM,12:36:05 PM,1,0,1,1,0,1,0,0,0,44.44444444,0,0,1,0,1,0,0,0,0,22.22222222,2,2,1,44265,2,18,1,6,1,Tuesday 2/16,5,photo,0,0,0,0,1,0,0,0,0,0,0,4,5,1,8,100,37.5,100,37.5,1,,,
12-Feb,20.53,11:36:00 AM,11:56:32 AM,0,0,1,1,1,1,1,1,1,77.77777778,1,1,0,1,0,1,0,1,1,66.66666667,2,2,2,44269,1,20,1,7,1,Friday 2/12,4,photo,0,0,0,1,0,0,0,0,0,0,0,5,6,1,8,100,87.5,100,87.5,1,,,
11-Feb,20.32,3:15:00 PM,3:35:19 PM,1,1,1,1,1,1,0,0,1,77.77777778,0,1,0,0,1,0,0,1,1,44.44444444,2,2,3,44270,1,18,1,5,1,Thursday 2/11,3,photo,0,0,0,0,0,0,0,0,0,0,0,5,5,0,9,,77.77777778,0,77.77777778,1,,,
12-Feb,24.00,4:04:00 PM,4:28:00 PM,1,1,1,0,1,1,1,1,1,88.88888889,1,0,0,1,1,1,1,1,1,77.77777778,2,2,1,44273,1,22,1,6,1,Friday 2/12,4,photo,0,0,1,0,0,0,0,1,0,1,0,3,6,3,6,100,83.33333333,100,83.33333333,1,,,
11-Feb,19.20,3:12:00 PM,3:31:12 PM,1,1,1,1,0,0,1,0,1,66.66666667,1,1,0,1,0,1,1,0,0,55.55555556,2,2,1,44280,2,18,1,6,0,Thursday 2/11,3,photo,0,0,0,1,0,1,1,0,1,0,1,2,7,5,4,60,50,60,50,1,,,
16-Feb,18.75,3:05:00 PM,3:23:45 PM,1,1,0,1,1,1,1,0,1,77.77777778,1,1,0,1,1,0,0,1,0,55.55555556,2,2,1,44284,2,18,1,5,0,Tuesday 2/16,5,photo,0,0,0,0,0,0,0,0,0,0,0,5,5,0,9,,77.77777778,,77.77777778,1,,,
16-Feb,19.03,11:19:00 AM,11:38:02 AM,0,1,0,0,1,1,1,1,1,66.66666667,1,1,1,1,1,1,1,0,0,77.77777778,2,2,1,44288,2,29,0,.,1,Tuesday 2/16,5,nophoto,0,0,,,,,,,,,,,,,,,,77.77777778,77.77777778,,,,
11-Feb,19.02,3:03:00 PM,3:22:01 PM,1,1,1,1,1,1,1,1,1,100,1,1,1,1,1,1,0,1,0,77.77777778,2,2,1,44297,2,19,1,10,1,Thursday 2/11,3,photo,0,0,,,,,,,,,,,,,,,,77.77777778,77.77777778,0,,,
16-Feb,19.03,1:23:00 PM,1:42:02 PM,1,1,0,1,1,0,0,1,1,66.66666667,1,1,1,1,0,1,1,0,1,77.77777778,2,2,1,44301,2,30,0,.,1,Tuesday 2/16,5,nophoto,0,0,,,,,,,,,,,,,,,,77.77777778,77.77777778,,,,
10-Feb,18.65,3:58:00 PM,4:16:39 PM,0,0,1,1,1,1,1,1,1,77.77777778,0,1,0,1,0,1,1,1,1,66.66666667,2,2,1,44302,1,21,1,7,1,Wednesday 2/10,2,photo,0,0,1,0,0,0,0,0,0,0,0,7,11,1,8,0,87.5,0,87.5,1,,,
12-Feb,20.00,10:24:00 AM,10:44:00 AM,0,0,0,1,1,1,1,0,1,55.55555556,1,1,0,1,0,0,0,1,1,55.55555556,1,2,1,44303,1,19,0,.,1,Friday 2/12,4,nophoto,0,0,,,,,,,,,,,,,,,,55.55555556,55.55555556,,,,
11-Feb,22.27,4:25:00 PM,4:47:16 PM,1,1,1,1,1,1,1,1,1,100,1,1,0,1,1,1,0,1,1,77.77777778,2,2,1,44311,2,18,0,.,1,Thursday 2/11,3,nophoto,0,0,,,,,,,,,,,,,,,,77.77777778,77.77777778,,,,
17-Feb,18.92,1:23:00 PM,1:41:55 PM,1,0,0,0,1,1,0,1,1,55.55555556,1,1,1,0,0,0,0,0,1,44.44444444,2,2,1,44321,2,19,1,8,1,Wednesday 2/17,6,photo,0,0,0,0,1,0,0,0,0,0,0,5,6,1,8,100,62.5,100,62.5,1,,,
16-Feb,19.92,2:25:00 PM,2:44:55 PM,1,1,1,1,1,1,1,1,1,100,1,1,1,0,0,1,1,1,0,66.66666667,2,1,3,44323,1,20,1,8,1,Tuesday 2/16,5,photo,0,0,,,,,,,,,,,,,,,,66.66666667,66.66666667,0,,,
17-Feb,25.23,2:47:00 PM,3:12:14 PM,1,1,1,0,1,1,0,1,1,77.77777778,1,1,1,1,1,0,0,1,1,77.77777778,2,1,1,44325,1,22,0,.,1,Wednesday 2/17,6,nophoto,0,0,,,,,,,,,,,,,,,,77.77777778,77.77777778,,,,
17-Feb,21.67,1:57:00 PM,2:18:40 PM,1,0,0,1,0,1,1,1,1,66.66666667,0,1,0,1,1,0,0,1,1,55.55555556,1,1,1,44331,1,21,1,7,1,Wednesday 2/17,6,photo,0,0,1,1,0,0,0,0,0,0,1,4,7,3,6,66.66666667,66.66666667,66.66666667,66.66666667,1,,,
16-Feb,17.58,11:00:00 AM,11:17:35 AM,0,1,1,0,1,1,0,1,1,66.66666667,1,1,1,1,1,0,1,1,1,88.88888889,2,2,1,44333,2,18,0,.,1,Tuesday 2/16,5,nophoto,0,0,,,,,,,,,,,,,,,,88.88888889,88.88888889,,,,
16-Feb,21.43,11:03:00 AM,11:24:26 AM,1,1,1,1,1,1,1,1,0,88.88888889,1,1,0,1,1,0,0,1,1,66.66666667,2,1,5,44351,2,18,0,.,1,Tuesday 2/16,5,nophoto,0,0,,,,,,,,,,,,,,,,66.66666667,66.66666667,,,,
16-Feb,20.73,4:26:00 PM,4:46:44 PM,1,1,0,1,1,1,1,0,1,77.77777778,1,1,0,0,0,1,0,1,1,55.55555556,2,2,3,44352,1,18,1,2,1,Tuesday 2/16,5,photo,0,0,0,0,0,0,0,1,0,0,0,4,5,1,8,100,75,100,75,1,,,
17-Feb,20.12,1:02:00 PM,1:22:07 PM,1,1,1,1,0,1,0,0,1,66.66666667,1,0,0,0,1,1,1,1,0,55.55555556,2,2,1,44354,2,19,1,4,1,Wednesday 2/17,6,photo,0,0,1,0,0,1,0,0,0,0,0,5,7,2,7,50,57.14285714,50,57.14285714,1,,,
17-Feb,23.70,1:04:00 PM,1:27:42 PM,1,1,0,0,1,1,0,1,1,66.66666667,1,1,0,1,1,0,1,1,0,66.66666667,2,2,1,44357,2,18,1,10,1,Wednesday 2/17,6,photo,0,0,1,1,1,0,0,0,0,0,0,5,9,3,6,66.66666667,66.66666667,66.66666667,66.66666667,1,,,
17-Feb,20.45,1:39:00 PM,1:59:27 PM,1,0,0,0,1,0,1,1,1,55.55555556,1,1,1,1,0,1,1,1,0,77.77777778,2,2,1,44370,2,19,1,7,1,Wednesday 2/17,6,photo,0,0,1,0,0,0,0,0,0,0,0,5,6,1,8,100,50,100,50,1,,,
17-Feb,18.35,12:19:00 PM,12:37:21 PM,1,1,1,1,1,1,1,1,1,100,0,0,1,0,1,1,1,0,1,55.55555556,2,2,2,44375,1,19,0,.,1,Wednesday 2/17,6,nophoto,0,0,,,,,,,,,,,,,,,,55.55555556,55.55555556,,,,
17-Feb,22.15,11:22:00 AM,11:44:09 AM,1,1,0,0,0,1,0,1,1,55.55555556,1,1,1,0,0,1,1,1,1,77.77777778,2,2,1,44376,1,18,1,5,1,Wednesday 2/17,6,photo,0,0,0,1,0,0,0,1,0,0,0,3,5,2,7,100,42.85714286,100,42.85714286,1,,,
16-Feb,19.43,11:19:00 AM,11:38:26 AM,1,1,1,0,1,1,1,1,1,88.88888889,1,1,0,0,0,0,1,1,1,55.55555556,2,1,1,44377,1,19,0,.,1,Tuesday 2/16,5,nophoto,0,0,,,,,,,,,,,,,,,,55.55555556,55.55555556,,,,
17-Feb,18.67,12:38:00 PM,12:56:40 PM,1,1,1,1,1,0,0,0,0,55.55555556,1,0,1,0,0,1,1,1,1,66.66666667,2,2,2,44382,1,21,0,.,1,Wednesday 2/17,6,nophoto,0,0,,,,,,,,,,,,,,,,66.66666667,66.66666667,,,,
17-Feb,20.35,12:05:00 PM,12:25:21 PM,1,1,1,1,0,1,0,1,1,77.77777778,1,1,0,1,1,1,0,1,1,77.77777778,2,2,1,44386,1,19,0,.,1,Wednesday 2/17,6,nophoto,0,0,,,,,,,,,,,,,,,,77.77777778,77.77777778,,,,
17-Feb,14.90,3:07:00 PM,3:21:54 PM,1,1,1,1,1,1,1,1,1,100,1,1,0,0,0,1,1,1,0,55.55555556,2,1,3,44393,2,18,1,7,0,Wednesday 2/17,6,photo,0,0,1,1,1,1,0,0,0,0,0,4,9,4,5,50,100,50,100,1,,,
17-Feb,20.52,12:00:00 PM,12:20:31 PM,1,1,1,0,1,1,1,1,0,77.77777778,1,1,1,1,0,0,0,1,0,55.55555556,2,2,4,44394,1,20,0,.,1,Wednesday 2/17,6,nophoto,0,0,,,,,,,,,,,,,,,,55.55555556,55.55555556,,,,
9-Feb,17.72,11:38:00 AM,11:55:43 AM,1,1,1,1,1,1,1,1,1,100,1,1,0,1,0,0,0,1,1,55.55555556,2,1,1,45303,2,20,0,.,1,Tuesday 2/9,1,nophoto,0,0,,,,,,,,,,,,,,,,55.55555556,55.55555556,,,,
9-Feb,18.95,1:20:00 PM,1:38:57 PM,1,0,1,1,1,1,1,1,0,77.77777778,0,1,0,1,0,1,0,0,0,33.33333333,2,2,1,78655,1,22,0,.,1,Tuesday 2/9,1,nophoto,0,0,,,,,,,,,,,,,,,,33.33333333,33.33333333,,,,
12-Feb,19.77,3:00:00 PM,3:19:46 PM,1,1,1,0,1,1,1,1,1,88.88888889,0,1,0,1,1,0,1,1,0,55.55555556,2,1,3,433933,2,19,0,.,1,Friday 2/12,4,nophoto,0,0,,,,,,,,,,,,,,,,55.55555556,55.55555556,,,,
16-Feb,24.60,3:01:00 PM,3:25:36 PM,1,1,0,0,0,1,0,1,1,55.55555556,1,1,0,0,0,1,1,1,0,55.55555556,2,1,1,23955073,1,21,1,9,1,Tuesday 2/16,5,photo,entered Penn ID when taking survey,0,,,,,,,,,,,,,,,,55.55555556,55.55555556,0,,,
