"Q1","Q2","Q3","Q4","Q5","Q6","Q7","Q8","Q9","Q10","Q11","Q12","Q13","Q14","Q15","Q16","Q17","Q18","Q19","Q20","Q21","Q22","Q23","Q24","Q25","Q26","Q27","Q28","Q29","Q30","Q31","Q32","affiliative","selfenhancing","agressive","selfdefeating","age","gender","accuracy"
2,5,4,3,4,5,3,4,2,4,4,5,4,4,4,2,1,4,5,4,5,1,3,4,1,5,3,5,1,5,1,4,4.5,4.1,3.4,3.9,151,1,91
4,4,4,2,3,3,3,3,3,2,3,3,3,4,2,3,3,2,3,3,4,2,3,2,3,4,3,3,4,5,2,3,2.9,3.3,2.9,2.8,22,1,65
2,5,3,2,3,5,4,2,5,4,5,1,5,4,3,4,1,4,2,1,5,4,4,4,1,4,1,2,2,5,5,4,4,4.4,3.4,2.5,18,1,100
1,4,4,4,4,4,3,4,1,4,2,5,5,5,2,2,1,3,4,2,5,2,2,2,1,4,2,4,1,4,1,3,4.9,3.8,2.5,3.3,19,1,90
1,5,2,2,4,5,4,4,2,4,2,4,5,5,4,4,1,4,4,2,5,2,1,3,1,5,2,4,1,5,5,4,4.8,4.4,3,3.4,28,1,85
5,3,3,1,2,5,3,1,5,4,4,1,3,5,5,5,5,3,3,1,3,4,4,1,2,4,1,1,4,4,4,1,2.1,4,3.4,1.5,54,2,100
3,2,3,1,4,4,4,2,3,2,3,2,4,2,2,4,4,2,5,2,5,4,2,2,2,2,4,3,2,2,3,2,3.6,2.5,3.3,2.3,23,2,65
1,4,5,3,3,5,2,3,3,5,4,3,5,4,2,2,1,3,5,3,5,3,2,2,1,4,1,2,2,3,1,2,4.4,3.9,2.8,2.5,36,2,85
4,2,2,1,4,2,4,3,5,1,5,1,3,2,4,3,2,1,1,1,2,3,4,1,3,2,1,4,2,4,5,1,2.9,2.1,3.3,1.9,17,1,95
1,4,1,2,5,5,4,2,2,2,1,2,5,3,4,4,1,2,3,2,5,2,3,3,2,3,1,2,2,3,4,2,4.6,3,2.6,2.4,22,2,90
4,2,4,4,2,4,2,3,4,3,3,3,2,2,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,2.5,3,3,3.1,25,1,85
1,3,4,3,5,5,4,3,1,3,5,3,5,3,1,2,1,3,4,2,4,5,1,1,1,3,2,1,1,5,1,4,4.9,3.8,2.8,2.4,27,1,100
3,2,1,2,4,4,4,2,2,1,4,4,5,2,2,3,2,1,4,4,4,5,5,2,2,2,1,2,2,-1,5,3,4,2.1,3.3,2.8,23,1,80
4,1,1,3,2,5,4,1,5,1,4,1,5,1,5,5,5,1,1,1,2,5,5,1,2,1,2,1,2,3,2,1,2.6,2.3,3,1.8,17,2,95
3,3,4,5,4,5,2,5,2,4,3,5,5,3,2,1,1,4,4,5,5,3,2,3,1,4,2,4,2,4,2,4,4.4,3.8,2.6,4,32,1,35
3,4,4,3,2,4,5,2,3,5,3,3,4,4,5,4,3,4,2,1,3,2,1,2,2,5,2,3,3,5,4,3,3.1,4.1,3.3,2.6,16,2,80
3,4,3,2,1,2,2,3,3,2,2,3,4,3,3,3,4,4,3,3,4,3,2,3,2,3,3,3,5,2,2,3,2.8,2.9,2.5,2.9,22,2,88
1,3,5,4,5,4,1,4,1,3,3,4,4,2,2,3,1,3,4,4,5,2,2,2,2,3,4,4,2,3,1,5,4.6,2.9,2.8,3.8,25,2,89
3,4,4,5,2,5,3,4,3,4,3,4,4,2,4,4,3,1,2,2,5,5,4,3,3,4,4,5,5,2,3,2,3,3.4,3.4,3.6,17,2,70
3,5,5,3,4,3,2,5,3,4,3,2,5,3,5,4,3,2,1,1,5,5,5,4,1,3,5,5,3,1,5,5,3.9,3.3,3.9,3.6,24,2,99
2,5,5,1,4,3,5,1,2,3,1,4,5,3,4,4,1,2,3,1,4,5,3,2,1,3,1,4,2,4,4,2,4.4,3.5,3.3,2.4,22,2,80
1,2,4,4,5,5,2,2,1,2,4,3,5,2,3,2,1,1,5,1,5,3,3,1,1,3,5,4,1,5,2,3,5,2.9,3.5,2.5,17,2,100
1,5,2,5,5,5,5,5,2,3,3,2,5,5,2,2,1,4,5,3,5,4,4,2,1,5,5,5,1,3,3,5,4.9,4.3,3.6,3.6,18,2,95
2,4,4,1,4,5,2,2,1,4,3,3,5,4,2,3,2,4,3,2,5,2,2,2,1,5,1,4,3,4,2,3,4.4,4,2.4,2.5,23,2,70
3,4,3,3,3,4,2,2,4,3,2,3,4,3,4,3,3,3,3,2,4,3,3,3,2,4,2,3,3,3,4,3,3.3,3.4,2.9,2.8,23,2,90
3,4,4,2,3,4,2,2,2,4,1,3,4,3,2,4,3,2,3,2,4,4,2,3,2,4,5,4,3,4,1,3,3.5,3.6,2.5,2.9,17,1,93
2,2,4,5,5,4,3,4,2,3,4,5,5,3,3,3,2,3,5,4,4,4,4,5,2,5,1,4,2,5,3,5,4.3,3.6,3.4,4.4,17,2,80
2,5,4,3,4,5,4,2,1,4,3,5,5,5,3,3,1,5,4,3,5,2,3,2,1,5,4,5,2,5,3,4,4.6,4.5,3.5,3.4,16,2,69
1,4,2,2,4,5,5,2,3,4,4,3,5,5,4,3,1,4,3,1,5,1,3,1,1,5,4,3,1,5,3,3,4.6,4.1,3.5,2.3,26,1,80
3,5,5,3,3,4,3,2,3,4,4,3,4,4,5,2,3,4,3,3,3,2,3,5,3,3,4,3,3,3,2,3,3.1,3.6,3.6,3,18,2,95
2,4,3,2,4,3,5,1,1,3,2,3,5,3,4,2,2,3,1,1,5,3,3,3,1,3,2,3,2,3,4,3,4.5,3.1,3,2.3,25,2,100
2,3,4,4,4,3,1,3,3,3,4,4,4,2,3,2,2,3,3,3,4,3,2,3,1,3,4,3,2,3,2,3,4,2.9,2.9,3.1,26,1,80
2,1,4,1,4,4,3,3,3,1,5,2,4,1,1,4,1,1,3,2,5,3,1,1,2,2,5,5,3,4,1,3,4,2.1,2.9,2.6,18,2,80
1,3,4,2,4,5,3,4,5,2,2,4,5,1,3,2,1,1,3,3,5,5,2,1,1,3,4,5,3,4,1,4,4.1,3,2.8,3.1,20,1,90
3,3,3,4,3,5,3,4,2,3,4,3,4,2,2,2,2,2,4,2,4,2,2,3,1,2,2,3,4,5,2,4,3.6,3,2.8,3.1,16,2,70
2,4,4,4,3,5,3,3,3,4,4,3,5,5,3,3,1,3,5,2,5,3,2,3,1,4,3,5,2,5,1,3,4.3,4.1,3.1,3.3,22,2,90
1,5,3,3,5,4,3,2,2,4,1,3,5,4,5,2,1,4,3,2,5,2,4,3,1,4,1,3,2,5,3,3,4.8,4,2.9,2.6,55,2,95
2,3,5,2,5,5,3,4,2,1,5,5,5,4,5,3,1,1,2,4,5,5,1,2,1,1,1,5,1,4,2,1,4.8,3,3,3.3,19,2,90
1,5,3,3,3,5,5,4,2,5,1,4,5,5,4,2,1,5,4,3,5,2,4,3,1,4,3,3,3,5,5,3,4.4,4.5,3.6,3.1,21,2,100
2,5,4,2,4,4,3,2,2,4,4,3,4,5,2,3,1,3,5,2,5,2,2,2,2,5,3,4,1,3,3,3,4.4,3.9,3.3,2.6,48,1,100
1,4,2,5,2,5,3,4,2,5,4,5,5,5,5,1,1,5,5,5,5,3,4,2,2,4,2,5,1,5,4,5,4.4,4.5,3.6,4,17,1,95
2,3,3,2,4,3,4,4,4,4,2,3,4,4,5,4,2,3,2,1,4,4,3,2,4,4,1,4,4,2,4,2,3.3,3.4,3,2.8,67,1,80
1,3,2,1,4,5,4,4,1,5,1,4,5,1,5,5,1,5,1,1,5,4,1,4,1,5,1,5,1,5,5,1,4.9,4.1,2.5,3.1,24,2,96
2,3,1,2,3,5,4,1,2,3,2,2,4,3,5,4,3,3,2,1,3,2,3,2,2,5,1,2,4,5,4,4,3.4,3.6,2.8,2.3,35,2,100
4,3,3,2,1,3,1,1,5,1,5,1,5,3,1,5,5,2,4,1,1,4,3,3,5,1,4,1,1,5,1,1,2.1,2.8,2.8,1.9,20,1,100
2,3,2,2,5,4,5,3,2,4,3,3,5,5,3,4,1,4,3,2,5,3,3,2,1,5,4,3,3,5,3,1,4.5,4.1,3.3,2.5,64,2,92
3,2,1,1,3,2,4,1,5,3,2,1,3,2,5,5,3,3,2,1,4,4,3,1,2,3,1,2,5,2,5,1,2.8,2.6,2.9,1.6,22,2,85
1,4,2,3,4,5,4,3,2,3,2,4,5,3,-1,2,1,3,3,3,5,3,3,2,1,4,2,3,1,4,3,2,4.8,3.6,2.4,2.8,47,1,90
1,3,1,2,4,3,4,1,2,1,1,4,5,1,5,5,3,1,1,1,5,5,2,1,1,5,4,5,2,3,5,3,4.4,2.8,2.9,2.8,40,1,100
5,4,4,1,4,4,3,1,5,2,1,1,2,4,5,5,2,2,2,1,4,2,2,1,4,2,3,1,1,5,3,1,2.9,3.1,2.9,1.5,22,2,90
3,2,4,2,3,3,4,2,4,2,2,2,3,2,2,4,2,2,2,2,5,3,2,2,2,2,2,2,2,2,2,2,3.5,2.3,2.5,2.3,17,2,70
1,4,3,5,5,3,4,2,2,4,3,1,5,-1,2,3,1,4,3,1,5,2,1,1,1,4,5,3,2,5,1,5,4.8,3.3,2.8,2.6,19,2,100
2,4,1,1,3,5,5,2,3,4,1,3,4,4,5,2,3,4,1,2,3,3,1,1,3,5,2,4,5,5,5,2,3,4.3,2.6,2.1,42,2,98
2,3,3,2,3,5,4,2,3,2,4,2,5,4,3,3,3,2,1,2,5,3,4,2,1,3,2,3,1,5,4,4,4.1,3.4,3.1,2.5,22,2,90
1,5,4,3,4,4,1,1,1,4,4,4,5,5,2,1,1,4,4,1,5,3,2,1,1,4,1,3,4,5,1,4,4.5,4.3,2.4,2.3,29,2,100
2,3,4,2,3,5,2,2,2,2,1,2,4,3,1,4,1,3,4,2,5,5,2,2,2,3,2,4,4,4,4,3,3.9,3.5,2.5,2.6,32,1,80
3,5,5,5,3,5,2,3,4,3,5,3,5,5,2,2,2,4,4,3,4,1,2,3,1,5,1,4,2,4,1,4,3.8,4,2.8,3.4,23,1,100
2,5,3,1,4,5,2,1,3,4,2,1,5,3,4,4,1,3,3,1,4,1,3,2,1,5,3,5,1,5,3,2,4.4,3.9,2.9,2.1,40,1,100
2,3,2,1,4,4,4,1,2,1,2,3,4,5,2,5,2,5,3,1,4,4,4,1,5,4,4,5,4,4,5,1,3.4,3.8,3.3,2.3,20,2,100
3,3,3,4,4,3,1,1,4,2,3,5,4,1,3,1,2,2,5,5,4,3,2,4,2,2,2,5,2,2,1,4,3.6,2.3,2.5,3.6,19,2,60
2,3,4,1,4,4,3,1,4,3,2,3,4,4,3,4,1,3,3,2,5,3,5,2,1,4,1,3,2,4,4,1,4.1,3.5,3.1,2.1,22,1,100
1,4,3,2,4,4,4,2,3,4,2,3,5,4,4,3,2,4,3,2,4,2,1,1,1,4,2,4,1,4,2,3,4.4,3.8,2.6,2.5,22,1,100
1,4,3,3,3,4,4,5,5,5,4,1,4,5,5,1,5,3,5,2,4,3,3,4,1,5,1,1,2,5,3,3,3.4,4.3,3.5,2.5,24,1,100
1,3,2,4,5,5,4,4,1,3,1,5,5,5,2,1,1,3,5,4,5,1,3,2,1,4,4,3,1,5,2,4,5,3.6,2.9,3.4,50,1,100
2,4,2,2,3,4,4,4,2,4,4,3,5,4,5,2,2,3,3,2,5,4,5,3,2,5,2,2,4,4,5,5,3.9,4,3.8,2.9,49,2,98
4,4,3,3,3,4,3,1,3,4,4,2,5,4,5,3,4,4,4,2,4,3,3,3,1,5,4,5,2,5,4,4,3.5,4.1,3.8,2.9,26,2,70
4,4,3,1,3,5,4,1,4,2,4,4,5,2,5,4,4,4,1,1,3,3,1,1,1,2,1,4,4,5,4,1,3,3.4,2.9,2.1,31,1,85
1,3,4,3,4,5,3,4,2,1,3,3,5,3,3,2,1,2,3,3,5,3,3,2,1,2,5,5,2,4,1,4,4.6,2.9,3.1,3.3,23,2,80
4,2,3,2,1,3,4,2,3,4,2,2,3,4,5,5,4,2,1,2,3,3,4,2,3,2,4,2,4,5,4,1,2.4,3.1,3.4,2.3,15,1,95
2,4,4,3,3,5,3,4,2,4,4,3,5,4,3,3,2,5,5,3,4,2,2,2,1,4,3,4,1,4,1,4,4.3,4,3.1,3.3,27,1,90
2,3,3,4,4,5,2,1,2,3,4,1,5,2,2,4,1,2,4,1,5,4,2,1,1,3,2,3,1,5,2,1,4.6,3.4,2.6,2,22,1,100
3,4,5,5,3,2,4,4,2,3,2,4,5,3,4,2,2,3,2,3,5,2,1,3,1,3,2,5,3,2,2,4,4,2.8,2.8,3.8,14,1,96
2,3,3,2,4,4,3,2,2,4,2,4,4,4,3,3,1,3,3,2,5,2,2,2,2,4,2,4,2,-1,2,4,4.3,3,2.5,2.9,24,2,90
1,3,3,4,3,3,4,4,4,3,4,1,5,3,2,4,1,3,4,4,5,4,1,2,1,3,2,4,2,2,2,3,4.3,3,2.8,3.3,28,1,85
2,2,1,4,3,5,4,1,5,3,2,5,4,2,5,4,3,1,1,1,5,3,4,5,2,4,1,4,3,3,4,1,3.4,2.9,2.8,3.1,30,1,80
1,4,4,3,5,5,4,2,5,5,2,4,5,4,3,2,1,4,4,5,5,2,2,1,1,4,1,5,1,4,4,2,4.5,4,3,3,14,2,85
2,3,2,2,5,4,4,2,4,3,3,5,5,4,4,3,1,3,3,2,5,1,2,2,1,4,4,2,1,2,3,4,4.5,3,3.1,2.8,61,1,85
1,4,4,2,4,5,2,2,1,2,2,2,5,4,5,1,1,3,2,1,5,2,3,2,1,4,1,3,1,5,4,3,4.9,3.6,2.9,2,37,1,90
1,4,3,4,4,5,4,3,3,3,3,2,5,4,3,3,1,3,3,2,4,3,3,3,1,3,2,2,3,5,2,2,4.3,3.8,2.9,2.6,25,1,85
1,4,3,4,3,5,3,3,3,3,2,5,5,3,4,2,1,3,4,4,5,3,4,4,1,4,3,3,2,4,4,5,4.4,3.6,3.4,3.8,45,1,90
1,4,4,4,5,5,4,3,1,5,1,3,5,5,3,4,1,4,5,2,5,3,1,2,1,5,3,5,2,5,3,3,4.9,4.5,3,3.3,31,1,90
3,4,5,4,3,5,1,4,4,2,4,2,5,5,1,2,2,1,3,2,3,4,1,5,1,5,4,1,3,4,1,4,3.5,3.8,2.5,3,18,1,75
2,3,3,3,3,4,2,2,3,2,2,2,3,4,2,3,4,2,2,2,3,4,3,3,4,4,2,2,4,2,4,2,2.8,3.1,2.5,2.4,56,1,80
3,3,2,2,3,3,4,3,5,1,3,4,5,1,5,4,3,2,1,2,3,4,4,3,2,1,1,2,4,3,4,3,3,2.3,3,2.9,51,1,87
1,2,1,1,2,2,5,1,5,1,1,1,5,3,5,5,3,2,1,1,5,5,5,1,2,1,1,2,4,1,5,1,3.4,2.1,3,1.6,30,2,90
3,2,3,4,1,3,3,3,2,1,5,3,3,1,2,4,1,1,1,3,4,5,1,3,4,2,3,4,5,4,3,4,2.9,2.4,2.6,3.5,19,1,80
1,4,2,3,3,4,3,3,3,4,2,2,5,3,5,2,1,3,4,2,5,2,2,2,1,5,1,4,2,4,4,2,4.4,3.6,2.9,2.5,45,1,90
1,4,3,5,5,5,5,4,4,1,2,5,5,3,3,1,1,1,3,1,4,4,3,5,1,4,2,1,1,4,5,5,4.5,3.3,3.3,3.4,16,1,100
1,3,4,3,4,5,3,4,2,1,2,3,5,4,5,2,1,2,3,2,5,3,4,2,1,3,2,2,2,5,4,4,4.6,3.3,3.4,2.8,26,2,85
4,3,1,1,4,4,5,2,5,2,1,1,3,2,5,5,1,3,1,1,4,3,5,3,3,3,1,1,1,4,5,5,3.4,3,3,2.4,33,1,90
2,4,2,4,2,1,5,1,2,3,3,4,5,4,4,4,2,3,4,2,4,2,4,5,2,4,2,4,1,3,4,3,4,3,3.5,3.4,34,2,100
2,5,2,2,4,5,3,2,1,2,2,4,5,4,3,2,1,4,2,2,4,2,4,2,1,4,3,2,1,4,2,4,4.6,3.8,2.6,2.5,26,1,98
3,2,3,2,3,3,4,2,5,2,2,3,3,3,4,4,4,2,2,1,3,4,4,2,4,3,2,2,3,4,4,2,2.5,2.9,3.1,2.3,40,2,99
3,2,4,5,2,5,1,2,4,4,5,4,5,2,3,4,3,2,4,4,3,5,3,5,3,2,2,5,3,1,1,4,3,2.9,2.9,4.1,33,1,80
4,1,2,2,4,3,3,3,4,2,4,1,2,1,3,5,5,1,4,2,4,5,4,1,5,2,1,2,1,5,4,1,2.6,2.5,3.1,2.1,38,2,85
2,2,5,1,4,2,2,1,2,1,4,3,5,2,1,4,2,1,5,1,3,4,2,3,1,2,5,3,1,5,1,1,4.3,2.4,3.1,2.1,19,1,95
4,1,2,2,1,2,3,2,5,2,2,2,5,1,5,5,5,2,2,2,2,2,4,2,3,2,2,4,5,2,5,1,2,1.8,3.1,2.5,39,1,80
3,2,4,2,3,3,4,2,3,3,4,2,2,4,4,4,2,3,3,4,4,2,3,2,3,4,3,3,4,4,5,4,3,3.1,3.8,2.9,25,2,70
3,4,5,5,3,5,1,5,1,1,5,4,5,1,1,1,1,1,3,3,3,1,1,4,1,4,5,4,2,5,3,5,4.1,2.8,3,3.9,15,1,99
2,4,4,3,4,4,3,2,3,3,3,3,4,4,4,3,1,2,4,2,4,2,2,2,2,4,2,4,2,4,3,2,4,3.4,3.1,2.6,41,1,95
2,4,4,3,4,5,3,2,2,5,3,2,5,4,3,2,3,4,2,2,4,4,2,1,1,5,3,5,2,5,2,2,4.1,4.5,2.8,2.4,43,2,90
2,4,5,5,4,2,3,4,1,2,2,5,5,3,1,2,1,2,3,4,4,2,4,1,1,5,2,3,3,5,3,3,4.4,3.1,2.9,3.4,25,1,80
2,3,3,3,4,3,4,2,2,2,4,3,3,2,4,2,3,2,3,2,4,3,4,2,3,2,1,3,4,4,3,2,3.4,2.6,3.3,2.4,37,1,95
3,4,2,2,3,4,4,2,3,1,4,1,4,3,4,4,3,2,4,1,4,2,2,1,1,3,2,1,3,4,1,2,3.5,2.9,2.9,1.8,33,2,98
1,4,4,3,4,5,4,2,1,3,1,3,5,2,5,4,1,3,5,2,5,5,1,1,1,3,1,5,1,3,4,4,4.9,3.5,3.1,3,30,2,100
1,4,3,3,4,4,3,3,1,5,1,3,5,5,5,3,1,3,3,2,5,2,3,2,1,3,1,3,1,4,3,2,4.9,3.8,2.8,2.6,34,2,100
1,2,3,3,3,5,5,2,2,1,4,2,5,1,5,4,1,1,3,1,5,3,3,4,1,2,1,4,3,3,3,2,4.4,2.3,3.4,2.8,16,1,88
1,5,4,4,5,5,3,5,2,5,4,4,5,5,5,3,2,5,4,3,5,2,3,2,1,5,5,5,2,5,2,4,4.6,4.6,3.8,3.8,32,2,100
1,4,2,2,4,5,4,2,4,4,3,2,5,4,5,5,4,4,4,2,5,3,3,3,1,4,1,3,1,4,2,3,4.1,4,3,2.8,31,2,100
2,1,4,5,3,4,1,5,1,1,5,5,5,1,3,1,1,1,5,1,5,4,1,5,1,3,5,5,2,5,1,1,4.5,2.5,3.1,3.5,17,1,90
5,3,1,3,2,4,1,1,5,4,1,5,4,2,5,2,5,2,2,1,3,2,2,2,3,2,3,2,4,5,2,1,2.1,3,2.1,2.1,20,2,55
4,1,3,2,3,3,4,1,4,1,2,2,4,2,3,4,4,1,2,1,4,4,4,3,3,1,1,3,4,4,2,1,2.8,2.1,2.6,2.1,21,1,85
2,4,3,4,4,4,4,3,2,4,2,3,4,3,4,4,2,4,3,2,5,3,3,2,2,4,3,3,2,4,2,2,4.1,3.8,3,2.9,33,1,90
1,3,5,3,5,3,3,1,2,5,1,5,5,5,3,5,1,3,2,1,5,5,2,1,1,5,5,5,1,3,4,3,4.9,4,3.1,3,21,1,80
2,2,3,1,5,4,2,4,2,1,5,1,5,3,4,5,1,5,5,1,5,1,3,1,1,4,5,1,1,5,3,1,4.8,3.1,3.8,1.9,21,2,80
3,4,4,2,3,5,3,2,2,2,4,1,5,4,4,2,3,3,5,2,5,1,3,1,1,5,2,2,2,4,1,3,4,3.5,3.3,1.9,32,1,85
1,2,5,2,5,3,2,4,1,3,5,4,5,4,1,4,1,2,5,4,5,4,1,1,1,3,1,1,1,3,1,3,5,3,2.6,2.9,41,1,100
1,4,4,4,5,5,3,3,4,4,4,4,5,3,2,2,1,3,4,2,5,3,2,3,1,4,2,2,1,4,1,3,4.6,3.8,2.8,2.9,24,1,100
1,3,3,2,5,4,3,4,1,4,2,4,5,5,4,1,1,4,4,4,5,1,2,1,1,4,1,2,1,4,2,5,5,3.6,2.6,2.9,25,1,100
1,3,1,1,5,5,3,1,1,2,4,1,5,4,3,5,1,2,4,1,5,3,4,1,1,4,2,2,1,5,2,1,5,3.5,2.9,1.6,26,1,95
1,4,3,2,4,5,1,1,3,3,2,3,5,4,2,3,1,2,1,1,5,2,3,1,1,2,2,3,1,4,4,3,4.6,3.3,2.3,2.1,29,2,90
2,2,4,4,4,3,3,4,4,2,4,4,4,2,3,3,1,1,4,3,4,3,2,2,2,4,5,5,2,3,2,4,3.9,2.5,3.4,3.6,32,2,90
1,2,5,2,3,5,2,1,2,4,1,4,5,5,1,2,2,4,5,2,5,4,1,4,1,4,5,5,2,5,1,5,4.4,4.1,2.6,3.1,20,1,80
1,1,5,4,5,5,4,4,1,5,4,5,5,5,2,1,1,4,5,4,5,1,2,3,1,5,3,5,1,5,1,5,5,3.9,3.3,3.9,20,1,85
3,1,4,3,3,5,2,1,2,2,4,1,4,5,1,4,3,2,2,1,3,5,1,1,1,1,1,3,1,5,1,1,3.8,3.3,2,1.9,35,1,100
2,2,3,3,3,4,4,3,2,3,3,3,5,3,4,3,2,2,5,3,4,3,4,2,1,3,2,2,1,3,3,3,4.3,2.9,3.5,2.8,25,1,100
1,4,3,3,5,5,4,1,1,3,2,2,5,5,5,3,2,2,3,2,5,3,3,1,1,4,1,5,1,5,3,1,4.9,3.9,3,2.3,32,1,80
1,2,2,3,5,4,4,2,1,1,1,4,5,1,2,4,1,1,2,4,5,4,4,2,1,3,1,3,1,4,3,5,5,2.5,2.4,3.4,19,1,84
1,5,5,1,5,5,1,1,1,5,5,5,5,5,1,5,1,5,5,1,5,1,1,1,1,5,5,5,1,5,1,1,5,4.5,3,2.5,24,1,100
2,5,5,2,4,5,4,1,4,4,5,4,5,4,5,4,3,5,4,2,2,3,2,2,1,4,1,4,2,5,2,2,3.6,4.4,3.5,2.6,21,1,85
2,4,3,2,4,4,4,2,5,3,3,2,5,5,5,5,1,3,4,1,5,4,5,2,1,3,2,3,2,4,3,2,4.1,3.8,3.6,2.4,27,1,70
2,3,3,2,3,2,3,1,4,1,2,2,2,1,4,4,3,1,1,2,3,4,3,2,3,1,2,2,2,3,3,2,3,2,2.6,2.1,18,2,45
2,3,3,2,4,5,4,3,1,4,3,3,5,5,3,3,1,4,5,2,5,3,4,-1,1,5,2,3,1,4,3,3,4.8,4.1,3.4,2.4,48,1,90
1,3,5,2,5,3,2,3,2,2,5,3,3,3,1,3,1,2,2,2,5,4,3,1,2,5,3,4,1,4,4,3,4.5,3.3,3.1,2.6,23,2,85
5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,2.5,4,5,4,27,1,80
2,4,2,1,1,2,2,1,4,2,1,1,5,1,3,4,5,2,1,1,3,3,1,2,3,3,4,2,2,2,2,1,2.9,2.4,2,1.6,24,2,50
1,4,5,2,5,5,1,3,3,1,5,2,4,2,2,4,1,2,5,2,5,1,1,1,1,4,5,5,1,4,1,3,4.6,2.9,3.1,2.8,40,1,95
3,3,2,4,3,3,4,3,3,2,2,2,4,3,5,3,2,3,3,3,4,4,4,3,2,3,1,2,3,4,2,3,3.5,3.1,2.9,2.9,16,1,90
4,3,4,1,3,5,2,1,4,2,4,1,4,2,2,1,3,1,4,1,3,4,3,1,4,3,4,1,3,5,2,1,2.8,3.1,3.1,1,19,2,90
2,1,2,5,4,3,1,5,2,2,5,2,5,1,5,3,1,1,4,4,5,2,2,2,2,3,2,4,4,3,1,4,4.1,2,2.8,3.6,17,2,95
1,4,5,3,4,3,3,2,1,3,2,3,5,3,3,3,2,3,4,2,5,3,2,3,1,4,4,4,2,3,2,4,4.6,3.3,3.1,3,22,2,75
2,2,4,3,2,5,4,4,1,1,5,4,4,2,1,5,1,2,3,5,5,2,1,1,1,2,4,2,2,2,2,5,4.3,2.3,3,3.6,49,1,90
2,4,3,2,3,4,3,4,2,3,2,2,4,4,4,2,1,3,3,3,4,4,4,2,2,4,3,2,2,3,3,4,4,3.6,3.1,2.6,26,1,85
2,3,3,3,4,4,4,4,2,2,1,4,4,4,4,2,2,3,3,3,5,3,4,3,1,4,2,5,2,3,5,4,4.3,3.3,3.3,3.5,35,1,70
2,4,3,3,3,4,4,3,2,3,3,3,4,4,3,3,1,4,4,3,5,4,3,4,-1,4,3,4,3,4,3,4,4.3,3.9,3.3,3.4,19,2,80
2,3,3,2,4,4,3,3,3,3,2,2,3,2,3,4,3,3,4,2,4,2,3,2,2,4,2,4,1,4,3,2,3.8,3.1,2.9,2.6,39,1,80
3,1,2,5,2,2,5,2,2,1,4,1,4,1,4,4,5,2,2,2,2,1,4,-1,4,2,1,1,3,2,5,1,2.6,1.5,3.4,2,18,1,85
1,3,4,4,5,5,4,4,1,3,4,4,5,4,4,4,1,4,3,4,5,3,1,4,1,3,2,3,3,5,2,5,4.8,3.8,3,4,19,2,90
2,3,3,3,3,4,3,2,2,3,2,5,5,3,1,3,2,3,4,4,5,3,-1,3,1,4,2,2,3,3,3,3,4.1,3.3,2.3,3.1,25,1,75
1,3,3,3,5,5,4,4,1,5,2,2,5,5,3,1,1,5,4,2,5,2,2,3,1,5,3,4,2,5,4,4,4.9,4.4,3.1,2.9,32,2,100
1,4,3,4,4,5,2,3,1,5,2,3,5,4,3,3,1,4,4,2,5,2,3,3,1,5,3,3,2,5,2,3,4.8,4.3,2.8,3,26,2,100
4,1,2,1,1,4,3,3,4,2,3,2,2,1,5,4,4,2,3,1,3,4,3,3,4,4,3,3,4,5,2,2,2,2.9,3,2.4,25,2,90
1,4,3,4,5,5,4,4,1,2,1,4,5,2,4,3,1,2,3,3,5,3,3,2,1,4,1,4,2,4,1,4,4.9,3.3,2.5,3.5,21,2,85
