"Q1","Q2","Q3","Q4","Q5","Q6","Q7","Q8","Q9","Q10","Q11","Q12","Q13","Q14","Q15","Q16","Q17","Q18","Q19","Q20","Q21","Q22","Q23","Q24","Q25","Q26","Q27","Q28","Q29","Q30","Q31","Q32","affiliative","selfenhancing","agressive","selfdefeating","age","gender","accuracy"
3,3,1,4,3,3,5,1,3,1,1,1,4,3,5,5,1,3,3,1,5,4,1,2,1,3,3,2,1,1,1,1,4.1,2.6,2.5,2.1,18,2,100
2,3,2,3,2,4,5,3,4,3,1,2,4,3,3,3,4,3,2,2,4,2,4,-1,2,4,4,2,4,2,4,3,3,3,3.1,2.3,35,1,67
3,3,5,5,5,5,1,2,2,3,5,4,5,4,2,3,2,2,4,2,5,1,3,2,1,5,4,5,1,5,1,4,4.5,3.5,3.1,3.4,23,1,90
1,3,2,5,4,4,3,5,4,2,1,4,5,1,5,3,1,4,5,3,5,4,3,2,1,3,4,5,3,5,4,3,4.3,3.3,3.4,3.8,18,2,99
2,5,1,1,4,4,4,1,2,5,5,2,5,5,2,5,1,3,4,1,5,1,1,1,2,5,2,4,1,4,1,1,4.5,4,2.5,2,24,2,90
2,4,3,4,5,5,3,4,2,4,3,4,5,5,3,2,1,4,4,3,5,2,2,3,1,5,3,4,2,4,2,4,4.6,4.1,2.9,3.5,23,1,95
5,4,5,2,4,4,3,2,3,2,3,1,5,3,5,2,1,3,4,1,5,2,3,2,1,3,1,2,1,5,2,1,4.1,3.3,3.3,1.6,35,1,100
2,5,4,5,3,5,3,4,2,5,2,4,5,5,1,2,1,5,2,2,5,1,1,5,1,5,1,5,5,5,5,5,4,4.5,2.4,4,21,1,80
1,4,4,4,4,5,3,2,4,4,4,4,5,5,4,3,2,3,2,2,4,2,4,3,2,4,2,4,3,4,5,5,3.9,3.9,3.5,3.4,20,1,70
1,4,4,4,4,5,4,4,3,5,4,4,5,5,3,1,1,5,4,3,5,3,1,3,1,4,4,3,3,5,2,4,4.4,4.5,3.3,3.3,18,2,98
3,4,4,1,3,2,2,2,3,2,4,2,4,3,2,4,3,2,4,1,4,2,4,4,3,3,2,4,2,3,2,1,3.4,2.6,3,2.4,19,1,75
4,4,3,3,3,3,4,3,4,4,2,4,3,2,3,4,3,4,2,2,4,3,3,4,3,4,2,4,4,5,3,3,2.8,3.6,2.8,3.4,24,1,80
1,4,4,3,4,5,3,3,1,2,3,3,5,4,2,2,1,2,3,2,5,2,2,3,1,3,4,3,1,5,2,3,4.9,3.4,2.9,2.8,41,1,80
2,4,5,4,3,5,1,5,2,2,5,1,5,5,5,4,1,3,4,5,4,2,5,3,1,3,1,3,5,4,2,3,3.9,3.5,3.5,3.5,17,1,78
2,4,5,2,5,4,1,3,2,4,4,4,5,4,1,2,2,4,5,3,5,2,2,2,1,5,4,5,2,4,1,4,4.5,3.9,2.9,3.1,19,1,90
1,5,4,1,1,5,4,1,1,5,2,2,5,5,2,2,1,5,5,1,5,2,2,1,1,5,4,2,1,5,2,2,4.5,4.6,3.1,1.5,27,0,90
1,5,4,3,4,5,4,4,2,1,2,4,5,2,4,2,2,2,5,2,5,2,3,2,1,2,4,4,2,4,2,4,4.5,2.9,3.5,3.1,14,2,75
2,4,4,2,3,4,3,2,2,4,2,2,4,4,3,3,1,3,3,1,4,4,3,2,1,5,3,2,4,5,4,2,3.9,4.1,3.1,2,20,1,85
1,4,4,1,5,5,4,2,1,4,2,1,5,5,5,4,1,3,4,1,5,4,5,3,1,5,1,3,1,5,4,2,5,4.4,3.6,2.1,48,2,97
5,5,5,1,1,5,5,1,1,1,1,1,5,1,5,5,5,1,1,1,1,5,1,1,1,1,1,1,5,5,1,1,2.5,3,2.5,1.5,17,2,100
2,3,3,4,5,3,4,2,2,2,1,4,5,3,3,4,1,2,1,3,5,1,3,4,1,2,2,3,2,3,3,3,4.6,2.4,2.5,3.4,23,1,85
1,3,3,2,3,5,2,1,1,5,3,3,5,3,1,5,1,3,4,1,5,2,2,2,1,3,4,5,2,5,2,3,4.6,3.6,2.6,2.8,18,1,100
2,4,4,2,4,5,4,2,2,4,2,4,5,4,5,2,4,2,2,2,4,4,2,2,1,4,4,2,2,5,4,2,4,4,3.4,2.3,2670,2,70
1,4,3,2,5,5,4,-1,3,4,4,2,5,5,3,3,1,4,4,2,5,2,2,2,1,4,3,3,2,4,3,3,4.6,4,3.3,2.1,52,1,90
5,2,3,4,1,3,2,1,5,2,3,2,4,2,4,5,4,4,3,1,3,4,3,3,3,3,2,1,5,3,3,1,2,2.9,2.9,2.3,33,1,100
1,3,3,4,4,5,3,2,2,3,4,2,5,4,2,2,2,3,5,2,4,5,5,3,1,3,4,5,3,5,3,3,4.3,3.9,3.6,2.9,17,2,90
4,4,2,2,2,2,4,2,4,2,2,2,4,2,4,4,2,2,2,2,4,2,2,2,2,2,4,2,4,2,4,4,3,2.3,3,2.5,22,2,60
1,2,3,3,4,5,3,2,2,2,1,5,5,2,5,2,1,1,3,1,5,5,4,2,1,3,1,5,1,5,3,4,4.8,3.1,2.9,3,39,2,85
1,5,4,2,5,5,2,3,1,5,2,3,5,5,2,2,1,4,5,2,5,1,1,2,1,5,2,2,-1,3,1,3,5.1,4.1,2.4,2.4,21,1,90
1,3,5,4,3,5,2,5,3,1,3,5,5,2,1,2,1,2,5,5,5,4,2,2,1,5,4,4,1,4,1,4,4.5,3.3,2.9,3.9,32,1,90
4,4,1,5,2,4,1,1,5,4,1,1,1,1,4,4,2,5,1,2,4,3,2,5,2,5,2,4,5,5,1,1,2.4,3.9,1.6,2.9,20,2,60
4,1,1,4,2,2,3,4,5,3,1,3,1,2,5,2,4,2,1,2,2,4,5,3,4,3,1,3,3,3,5,3,1.9,2.5,2.8,3,37,2,98
3,5,3,5,5,4,4,4,3,3,3,3,5,3,3,2,3,3,4,3,5,4,3,3,2,3,2,4,3,4,3,4,3.9,3.6,3.1,3.5,16,1,90
1,2,3,4,5,5,3,4,2,3,2,4,5,5,2,1,2,2,3,3,5,3,3,2,1,4,4,2,1,5,2,4,4.8,3.6,2.8,3,39,1,88
1,4,2,3,2,5,5,4,5,5,1,2,4,4,4,3,3,2,4,4,5,5,3,1,1,4,1,2,5,5,5,1,3.3,4.3,3.1,2.5,16,2,100
1,4,4,2,5,5,1,1,1,5,5,2,5,5,1,2,1,4,5,1,4,3,1,3,1,5,5,5,1,5,1,4,4.9,4.5,2.9,2.5,22,2,100
2,4,2,4,4,5,4,5,3,4,2,5,4,2,4,2,3,2,4,4,-1,4,1,3,2,3,3,5,3,2,2,4,3.1,3.3,2.8,4,23,1,80
3,1,2,3,3,2,3,2,4,3,2,2,3,2,5,3,3,3,4,3,4,5,4,3,2,2,4,2,3,3,2,4,3.1,2.6,3.3,2.8,22,2,70
3,3,5,4,4,5,2,2,2,4,4,2,5,2,2,4,2,4,4,2,4,4,-1,2,1,3,4,2,3,5,1,2,4,3.8,2.8,2.5,22,2,99
1,2,4,4,4,5,4,4,4,1,1,4,5,3,5,2,1,1,4,4,5,5,3,2,1,3,1,1,2,3,5,5,4.4,2.9,3.4,3.3,16,2,70
4,4,2,3,3,4,4,1,1,2,4,2,4,3,5,5,4,4,4,1,3,2,2,2,2,3,1,3,3,5,3,2,3.3,3.4,3.1,2.4,21,2,90
2,3,3,3,2,4,4,3,2,3,2,4,5,2,3,3,1,3,4,3,5,3,3,2,1,4,4,5,2,5,3,4,4.3,3.4,3.3,3.4,14,1,90
2,4,2,3,3,4,4,2,3,4,2,2,4,3,4,2,2,4,4,2,5,3,3,2,2,4,2,4,2,4,2,3,3.9,3.8,2.9,2.5,26,2,95
1,1,2,2,3,4,4,4,4,3,3,1,5,5,5,5,5,4,3,3,3,3,3,3,3,3,4,5,4,4,5,5,3,3.4,3.6,3.5,27,1,39
1,2,1,2,5,5,4,1,3,1,1,3,5,4,5,2,2,1,5,2,4,4,4,3,1,3,1,1,1,5,1,2,4.5,3.1,2.8,2,20,1,90
1,4,3,2,5,3,4,5,2,5,4,2,5,3,2,2,2,5,5,3,5,3,-1,2,2,5,2,4,3,5,4,3,4.4,4.1,3,2.9,22,2,90
1,4,4,3,5,4,3,2,4,2,5,3,5,1,5,4,1,1,5,1,5,1,4,5,1,3,2,4,1,4,1,2,4.6,2.5,3.6,3,19,1,95
3,4,1,2,4,5,4,1,3,1,1,3,5,2,5,3,1,3,2,1,5,4,4,2,1,1,1,1,5,5,5,1,3.9,3.1,2.9,1.8,34,2,95
1,3,3,2,3,5,4,2,1,2,3,4,5,4,4,4,2,2,4,1,5,4,5,4,1,5,1,4,2,4,4,2,4.5,3.6,3.5,2.9,17,1,93
3,2,4,2,3,4,3,1,3,1,3,1,3,2,1,2,3,3,3,1,2,3,2,5,3,2,3,4,2,5,2,2,3,2.8,2.6,2.3,15,2,97
5,3,3,1,2,2,3,1,4,1,3,1,3,2,5,5,4,2,3,1,2,4,4,1,3,1,2,3,3,4,3,1,2.3,2.4,3.3,1.8,19,1,88
3,4,4,1,3,5,3,1,4,2,5,1,5,4,5,5,3,4,1,1,3,4,4,2,1,5,1,4,1,5,4,3,3.6,4.1,3.4,2.3,16,1,100
2,5,1,4,2,1,4,2,4,1,2,2,4,1,4,4,2,2,2,2,5,1,4,2,2,1,1,1,2,2,4,1,3.6,1.8,2.8,2.3,14,1,80
2,1,4,1,3,5,4,4,4,1,4,1,5,3,3,5,4,1,4,2,3,4,3,3,1,2,2,2,4,5,2,1,3.3,2.8,3.3,2.4,17,2,90
2,4,3,4,4,5,5,5,3,3,1,4,5,4,4,3,2,2,2,2,5,4,2,3,2,3,1,3,1,5,4,4,4.3,3.8,2.8,3.5,17,2,90
1,4,4,2,5,4,3,2,2,5,3,3,5,2,1,3,1,4,4,2,5,1,1,4,1,5,4,4,1,5,3,1,4.9,3.8,2.9,2.6,14,2,85
3,2,1,2,1,2,5,4,2,1,3,3,2,1,5,3,4,1,1,3,2,5,4,2,4,2,1,1,5,2,4,3,2.1,2,3,2.6,23,1,80
4,3,3,4,4,3,2,3,2,2,4,2,3,1,4,3,3,2,4,3,2,1,2,4,3,2,2,2,4,3,3,2,2.9,2.1,3,2.9,37,1,50
2,3,4,2,3,3,4,2,4,2,1,2,5,3,4,4,2,2,2,2,5,3,3,1,1,3,3,3,2,3,3,3,4,2.8,3,2.4,26,1,99
1,5,3,3,4,4,2,3,2,4,4,3,4,3,3,2,2,4,5,3,3,3,3,4,2,4,4,5,1,3,1,3,4.1,3.8,3.1,3.3,30,1,75
3,1,4,2,4,4,4,2,3,2,3,2,4,2,3,4,3,2,2,2,4,2,3,4,2,3,2,1,2,3,4,1,3.6,2.4,3.1,2.3,14,1,96
3,3,2,3,3,4,3,4,3,4,3,2,4,3,4,3,3,3,2,4,3,3,4,5,2,3,3,2,3,3,4,5,3.3,3.3,3.1,3.5,19,2,10
3,3,4,3,3,4,2,2,3,3,3,3,4,4,4,2,2,4,4,1,4,3,2,1,2,4,3,4,2,4,3,1,3.6,3.6,3.1,2.1,34,1,90
3,4,1,1,3,4,3,1,2,1,1,1,5,2,5,5,2,1,3,1,3,1,3,1,1,2,1,1,2,2,5,1,3.9,2.1,2.8,1.5,16,1,90
2,3,3,4,3,4,4,2,4,3,2,3,4,2,3,3,3,2,2,2,4,4,3,4,2,3,2,2,4,4,4,2,3.3,3.1,2.9,2.8,21,2,85
1,2,3,5,5,5,3,2,2,2,4,3,5,4,3,3,2,2,3,2,5,3,2,5,2,4,2,2,2,3,2,4,4.5,3.1,2.8,3.3,19,2,97
1,4,4,3,2,4,3,2,2,2,5,3,5,3,1,5,1,3,2,1,4,4,1,2,1,4,5,4,3,4,2,1,4.1,3.5,2.9,2.6,16,1,95
3,1,5,1,2,4,1,1,5,1,3,1,5,1,5,5,3,1,5,1,3,5,4,3,1,1,3,5,1,3,1,1,3.4,2.1,3.4,2.3,16,2,98
2,4,4,4,4,4,2,4,2,3,4,4,4,5,2,2,2,4,4,4,4,2,2,5,2,4,4,4,2,4,3,5,4,3.8,3.1,4,28,1,100
2,5,3,5,4,5,2,5,2,5,3,5,5,5,2,5,1,5,4,5,5,5,4,5,1,5,5,5,2,5,4,5,4.5,5,3.4,5,28,1,90
1,3,3,3,4,4,2,3,1,3,4,5,5,3,5,2,1,4,3,3,5,4,4,3,1,3,2,3,1,1,3,4,4.9,3.1,3.3,3.3,35,1,100
5,5,1,5,1,5,5,5,1,1,1,1,5,5,-1,1,1,1,1,1,5,5,1,5,1,1,1,1,5,5,5,1,3.5,3.5,1.9,2.5,19,1,100
1,3,4,2,4,5,3,1,3,3,4,1,5,2,2,5,1,2,4,1,4,2,2,1,1,4,4,4,1,5,1,1,4.5,3.3,3,2,14,2,100
1,5,5,3,5,2,4,1,2,5,4,3,5,5,-1,4,1,5,5,1,5,5,1,3,1,2,5,5,1,5,4,5,4.9,4.3,3.5,3.1,18,2,99
1,4,3,2,4,3,4,2,2,3,3,2,5,4,4,5,1,3,2,2,5,4,2,2,1,2,1,2,2,3,2,3,4.6,3.3,2.6,2.5,22,1,80
1,5,5,5,4,5,4,2,2,5,1,5,5,5,5,4,1,5,4,1,5,2,1,5,1,5,1,5,4,5,3,4,4.4,4.6,3,3.9,20,2,90
2,3,2,2,4,4,3,2,5,1,2,3,5,2,4,4,2,1,4,2,4,5,5,1,1,4,1,5,3,4,2,3,3.8,3,2.9,2.8,21,1,90
2,3,2,2,3,5,4,1,4,2,1,2,4,3,5,4,2,2,4,1,4,2,2,1,2,4,2,1,2,5,2,2,3.6,3.3,2.8,1.8,45,2,90
1,3,4,3,5,4,5,3,1,2,2,3,5,3,5,3,2,3,3,2,5,3,1,3,2,4,1,3,3,3,4,4,4.5,3.1,3.1,3,22,2,100
3,3,2,2,2,3,5,1,3,3,4,3,5,3,3,4,3,4,4,1,4,5,5,2,1,3,1,2,3,5,5,2,3.5,3.6,3.6,2.1,26,2,90
2,5,5,2,2,5,1,3,2,5,2,1,4,4,5,1,1,5,3,1,5,4,2,2,1,5,5,5,1,5,3,1,4.3,4.8,3.3,2,32,2,95
1,4,5,4,4,4,5,4,4,4,4,5,5,5,2,3,1,4,4,3,5,2,1,2,1,4,3,5,3,3,4,3,4.3,3.8,3.5,3.6,15,1,95
2,3,2,4,3,3,4,5,2,5,1,5,5,2,5,4,2,2,3,2,5,4,3,4,2,5,1,4,3,2,3,5,4,3.3,2.8,4.1,22,2,95
3,3,3,2,4,5,5,2,4,2,2,2,5,4,3,3,2,1,2,2,4,2,2,4,1,4,1,3,-1,5,2,4,4.1,3.3,2.5,2.8,20,1,77
2,4,3,4,4,4,3,4,3,2,3,3,4,2,2,3,3,3,2,2,5,3,2,2,1,3,3,2,2,5,3,3,4,3.3,2.6,2.9,19,1,80
1,4,5,5,4,3,5,4,3,3,2,4,5,5,4,3,1,5,4,4,5,2,1,2,1,4,3,4,2,2,2,4,4.5,3.5,3.3,3.8,19,1,75
1,3,3,2,3,4,3,4,2,-1,3,3,5,2,2,2,1,3,2,2,5,4,3,2,1,2,1,4,3,3,3,3,4.4,2.6,2.5,2.8,25,2,75
2,2,3,3,2,4,3,2,5,1,2,2,5,1,5,4,2,1,3,1,4,4,3,2,1,1,1,4,4,2,3,4,3.4,2,2.9,2.8,22,2,79
1,3,3,3,4,4,3,4,1,3,4,1,5,4,3,4,1,2,4,1,4,2,2,2,1,4,2,4,1,5,2,1,4.8,3.4,2.9,2.5,27,2,100
3,3,2,2,4,4,4,2,4,3,4,2,4,3,4,4,3,2,1,1,3,3,3,3,2,4,1,2,1,4,3,3,3.5,3.3,2.8,2.4,41,1,80
2,5,4,1,3,3,3,2,3,3,4,1,5,4,3,3,1,3,5,1,4,4,3,2,1,3,5,4,1,4,3,1,4.3,3.6,3.8,1.9,51,2,100
1,3,2,1,3,5,4,1,3,3,3,2,5,4,5,1,1,3,3,1,5,3,2,2,1,5,2,3,3,5,5,3,4.3,3.9,3.3,1.8,39,1,90
1,3,2,1,5,5,4,2,1,3,1,1,5,2,5,5,1,3,2,1,5,3,5,1,1,4,1,1,1,5,5,1,5,3.5,3.1,1.6,21,2,90
1,4,2,4,5,5,2,4,2,4,4,4,5,4,4,4,1,4,5,2,5,2,2,2,2,4,1,4,1,2,4,3,4.8,3.6,3,3.4,18,1,80
1,3,5,2,4,5,3,2,2,3,4,4,5,3,2,2,1,3,5,2,5,-1,2,4,1,3,4,4,2,2,1,4,4.6,2.8,3.3,3,70,1,95
1,4,3,2,4,5,4,2,3,1,4,4,5,5,1,4,1,1,2,1,5,1,3,2,1,5,3,3,2,5,2,4,4.5,3.4,2.8,2.8,22,2,81
2,5,1,4,4,5,2,4,2,4,1,5,5,3,5,2,1,4,5,4,5,3,5,4,1,4,1,4,3,4,4,5,4.4,4,3,4,20,1,95
4,5,5,2,4,5,3,2,4,2,5,3,4,5,1,3,2,1,1,1,4,1,2,2,2,3,5,4,2,5,2,2,3.5,3.4,3,2.4,20,1,70
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3.5,1,1,1,22,1,100
1,4,3,4,4,4,4,4,2,3,3,4,5,5,2,2,1,4,4,2,5,2,3,4,1,2,3,2,3,4,3,3,4.5,3.5,3.1,3.1,14,1,100
4,2,2,1,3,3,4,2,2,1,2,2,4,1,4,4,1,1,4,1,4,4,4,2,2,1,1,2,3,1,4,3,3.6,1.8,3.1,2.1,21,1,80
1,3,4,1,4,5,2,1,5,3,2,1,5,3,1,4,1,2,3,1,4,3,1,1,1,5,3,3,1,2,2,1,4.3,3.3,2.3,1.6,31,1,90
1,4,2,2,4,4,3,3,2,3,2,3,5,4,5,4,1,3,1,1,5,3,5,3,1,4,1,4,1,4,3,5,4.8,3.6,2.8,3.1,28,2,100
1,4,3,3,5,4,4,4,1,4,2,4,4,4,4,2,1,2,3,2,5,2,2,2,1,4,3,3,1,4,3,3,4.9,3.5,3,2.9,59,2,90
1,3,4,3,4,4,3,2,1,3,4,4,5,4,3,4,1,4,4,1,5,4,4,2,1,2,4,2,2,5,2,4,4.8,3.6,3.5,2.8,20,1,80
1,3,2,3,4,3,4,2,3,2,2,2,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4.4,1,1,0.9,45,1,90
4,2,3,3,4,3,4,4,2,2,1,4,5,2,5,2,2,2,3,4,5,5,3,4,2,3,1,4,3,3,3,4,3.9,2.8,2.9,3.6,39,1,90
1,2,5,5,5,5,2,4,1,5,4,4,5,5,1,1,1,4,5,1,5,1,4,1,1,5,1,5,1,5,1,4,5,4,2.9,3.1,22,2,100
2,1,3,2,4,4,2,3,3,1,3,2,5,1,1,2,3,1,5,2,4,5,3,3,1,1,3,2,2,4,3,3,4,2.3,2.9,2.4,14,2,89
4,2,4,2,2,4,3,2,4,2,4,2,3,2,5,4,3,2,3,2,2,5,2,3,2,2,2,4,4,4,3,2,2.5,2.9,3.3,2.6,17,1,90
1,5,3,2,4,5,4,2,2,4,2,2,5,5,3,4,1,3,5,1,5,4,1,4,1,5,1,5,2,4,2,4,4.6,4.4,2.6,3,24,1,95
3,2,2,4,1,5,4,3,4,3,2,2,3,2,5,5,3,2,3,1,3,5,5,4,2,3,2,5,5,5,5,3,2.5,3.4,3.5,3.4,18,2,99
1,4,3,3,1,4,5,4,3,1,2,5,5,2,5,2,1,1,3,3,5,1,2,4,1,3,1,2,1,5,4,3,4.3,2.6,3.1,3.3,16,1,95
1,2,-1,1,4,4,1,4,5,2,4,5,5,1,2,2,1,1,4,3,5,2,2,2,1,3,5,4,1,2,1,4,4.4,2.1,2.4,3.1,29,1,90
1,5,3,2,5,5,4,2,2,3,1,4,5,4,3,1,1,3,2,3,5,3,2,3,1,5,3,3,2,5,4,5,4.8,4.1,2.8,2.9,26,2,90
1,4,2,4,3,5,4,3,5,4,3,3,5,5,2,3,1,4,4,2,5,2,3,2,1,4,1,4,2,4,2,3,4.1,4,2.6,3,19,1,90
1,4,2,4,3,5,3,2,3,3,3,3,5,4,2,3,1,4,4,2,5,2,2,4,1,3,3,4,2,4,2,5,4.4,3.6,2.6,3.4,26,2,100
2,3,3,3,2,3,3,2,3,4,2,3,5,2,3,3,2,3,2,3,4,3,3,3,2,3,4,2,2,3,3,2,3.8,3,2.9,2.6,22,1,94
3,5,3,4,4,5,4,4,4,5,2,5,5,5,5,2,1,5,1,1,4,1,5,5,1,5,1,5,3,5,5,5,3.9,4.5,3.3,3.9,17,2,100
1,2,4,3,4,5,3,2,4,1,2,1,5,2,1,2,1,2,4,1,5,4,2,4,1,4,3,2,2,5,3,3,4.4,3.1,2.8,2.3,20,1,90
2,4,3,3,4,4,4,4,3,2,3,4,4,4,4,-1,1,3,3,3,4,3,2,2,1,5,1,1,2,4,2,4,4.1,3.6,2.8,2.6,42,1,95
1,5,5,2,3,5,3,2,4,3,2,1,4,3,2,4,1,4,3,1,5,3,2,3,1,5,4,3,2,5,1,4,4.1,4.1,2.8,2.5,23,1,92
3,2,1,5,2,2,5,1,5,2,1,4,4,2,5,5,4,2,2,1,3,5,5,5,2,2,1,3,5,5,5,5,2.5,2.8,3.1,3.6,22,1,100
2,3,2,4,4,4,3,4,3,2,2,4,4,3,3,2,2,2,3,3,5,3,2,3,2,4,2,4,3,3,2,4,3.9,3,2.4,3.5,35,1,90
2,4,2,2,3,5,4,1,3,2,4,1,5,4,4,4,2,3,3,1,5,4,4,1,1,2,1,2,4,5,1,1,3.9,3.6,2.9,1.6,22,1,90
1,5,3,4,4,5,4,4,2,4,4,5,5,5,5,1,1,4,5,2,5,5,3,4,1,5,2,1,2,5,3,5,4.6,4.8,3.6,3.3,27,1,80
2,3,4,2,3,4,3,2,3,2,4,2,5,2,3,3,1,2,5,2,3,5,2,2,1,2,1,2,2,5,3,2,4,3.1,3.1,2.1,17,1,100
1,4,2,2,5,4,4,1,1,3,2,2,5,4,3,2,1,2,3,1,5,2,3,2,1,5,1,2,1,4,1,2,5,3.5,2.4,1.8,30,1,95
1,3,5,1,4,5,4,1,3,1,1,1,5,2,3,5,1,1,1,1,4,4,2,1,1,4,5,4,3,2,3,1,4.3,2.8,3,1.9,21,1,90
2,4,1,3,3,5,5,3,4,3,1,2,5,4,5,4,4,2,1,2,5,2,3,2,1,5,1,2,4,5,3,4,3.5,3.8,2.5,2.8,22,2,90
5,2,4,2,4,5,3,3,4,3,2,2,2,1,4,2,4,2,4,1,3,3,5,5,4,3,3,4,1,5,3,2,2.6,3,3.5,2.6,15,2,80
2,2,3,3,5,4,5,1,1,1,4,3,5,4,3,5,1,1,2,1,5,4,3,2,1,5,2,3,1,4,2,1,4.9,3.1,3,2.4,15,2,91
2,2,3,4,4,3,5,4,4,1,2,5,5,3,5,2,3,1,4,3,3,5,3,2,1,2,3,4,2,5,4,2,3.8,2.8,3.6,3.3,37,2,85
1,3,5,3,2,3,2,1,4,2,5,3,5,1,2,2,1,2,5,1,5,3,2,1,1,5,4,5,2,3,2,5,4.1,2.8,3.4,2.6,32,1,80
2,4,4,2,4,4,4,4,2,4,2,3,5,4,2,2,1,4,4,2,4,3,2,3,1,4,2,3,2,4,2,4,4.4,3.9,2.8,2.9,28,1,95
2,4,1,2,4,5,3,2,3,4,2,3,4,3,5,2,2,4,3,2,5,4,3,2,2,5,1,4,3,4,4,2,3.9,4.1,2.8,2.4,53,2,100
2,5,3,5,4,5,5,5,2,5,1,5,5,5,5,1,1,1,1,5,5,1,1,5,1,5,1,5,3,5,5,5,4.4,4,2.8,4.5,17,2,90
1,4,2,4,4,3,4,2,3,4,3,3,5,2,4,4,2,3,3,2,5,4,3,3,2,4,2,4,3,4,2,2,4.1,3.5,2.9,3,17,1,95
1,4,1,3,3,5,4,4,3,3,2,5,5,2,5,1,2,1,2,2,4,4,4,2,1,4,1,5,2,5,4,1,4.1,3.5,2.9,2.9,28,1,85
1,4,3,4,3,5,2,2,2,3,2,2,5,4,4,3,1,4,5,1,5,2,3,3,1,4,1,2,2,5,3,2,4.5,3.9,2.9,2.4,29,2,100
2,4,2,4,3,5,4,3,2,4,2,4,5,3,5,2,2,4,3,3,4,4,3,3,1,4,1,4,2,5,3,4,4.1,4.1,2.9,3.4,19,2,96
1,5,3,2,5,5,4,3,1,2,2,3,5,4,4,4,1,3,3,2,5,2,3,2,1,3,2,3,1,5,3,3,5,3.6,3,2.8,21,2,80
3,3,4,2,2,2,2,2,2,2,2,2,3,2,3,2,3,2,2,2,4,4,3,2,3,4,2,2,3,3,3,3,3.1,2.8,2.6,2.1,31,1,80
2,4,1,2,1,4,1,1,5,1,5,1,5,1,5,5,1,1,5,1,5,5,3,1,1,4,4,4,4,4,5,1,3.5,3,3.6,2,24,3,90
1,4,4,2,5,5,4,2,4,5,3,4,5,2,5,5,1,4,3,1,5,4,2,2,1,5,3,5,1,5,2,4,4.6,4.3,3.3,3.1,16,2,100
4,4,4,3,4,3,3,3,3,2,4,4,5,4,2,3,2,2,2,2,4,2,2,3,1,4,1,4,3,2,1,3,3.8,2.9,2.4,3.1,14,1,90
1,3,3,2,4,5,3,3,2,3,2,5,5,2,4,2,1,2,3,2,5,4,3,1,1,4,3,2,2,5,4,4,4.6,3.5,3.1,2.6,48,1,100
3,3,2,2,5,5,4,5,2,3,5,2,5,4,3,4,1,3,3,2,5,1,3,3,1,3,3,3,2,5,5,5,4.5,3.4,3.5,3.3,35,1,100
-1,2,4,3,2,3,4,4,2,1,3,4,2,1,1,3,4,2,5,2,3,3,2,4,3,2,3,2,1,5,1,3,3.4,2.4,2.9,3.1,15,2,90
1,4,3,3,5,5,4,2,2,4,3,3,5,5,2,4,1,4,5,2,5,3,1,3,1,4,1,4,1,5,1,2,4.9,4.3,2.5,2.9,17,1,100
1,4,4,1,4,5,2,1,1,4,3,1,5,4,5,5,1,4,4,1,5,3,1,3,1,5,3,5,2,5,3,1,4.8,4.3,3.1,2.3,15,2,100
2,3,3,2,3,5,3,3,3,2,1,5,5,3,4,2,2,3,3,3,4,3,3,2,1,3,2,4,3,5,4,4,3.9,3.4,2.9,3.1,18,2,85
3,4,2,3,3,4,4,4,4,4,3,3,4,5,4,2,3,3,3,3,4,1,5,2,3,5,3,3,2,4,4,3,3.3,3.8,3.5,2.9,17,1,70
